"metric","value"
"easy_given_received_T1",0.80650406504065
"easy_given_received_T2",0.899248120300752
"followed_given_received_T1",0.608130081300813
"followed_given_received_T2",0.926315789473684
"redeemed_given_voucher_T2",0.986322188449848
"voucher_enough_given_redeemed_T2",0.14175654853621
