"column","outcome","n","clusters","control_mean","t1","t1_se","t1_p","t2","t2_se","t2_p","p_equal","uses_controls"
"(2)","w_bags_Mcrp_maiz",1610,113,778.716483516484,-11.6003786475697,68.3494120022013,0.865535185113235,151.349539027802,72.2152365458036,0.0383517428466185,0.0343637194798472,"No"
"(2)","lnyield",1610,113,623.072779230769,-0.125609881368486,0.106464639158984,0.240568866683298,0.363499708232385,0.101013709942218,0.000477952246603825,0.000121500766487848,"No"
